label,num,weekend,weekday,h1,h2,h3,h4,ratio,h_0,h_1,h_2,h_3
4,2674,3597,10448,6803,17934,19760,9809,0.34427312142877653,0,0,1,0
1,161,1186,2795,5066,6714,5638,6589,0.4243139780329863,0,1,0,0
8,272,889,2758,1140,5915,5744,2163,0.32232333853014755,0,1,0,0
6,61,119,295,250,482,502,562,0.4032531345306675,0,0,0,1
5,91,107,296,93,335,425,195,0.3613644039175954,0,0,1,0
6,9,16,33,15,54,63,26,0.4833836858006042,0,0,1,0
6,632,1129,2968,2831,5171,4461,3842,0.38037801960850376,0,1,0,0
1,55,101,232,221,317,292,309,0.4351572598018096,0,1,0,0
3,17,14,40,2,41,75,25,0.34912718204488774,0,0,1,0
1,1790,5370,14213,18578,32292,29186,24375,0.37782046140532327,0,1,0,0
6,116,721,1774,3359,4092,3547,3846,0.4064032467166451,0,1,0,0
8,702,1710,5086,978,8737,9126,2364,0.3362104559485657,0,0,1,0
5,2,3,1,4,10,12,8,2.727272727272727,0,0,1,0
1,384,2145,5025,6718,11153,12375,10582,0.4268571769716025,0,0,1,0
1,747,1902,4508,5499,8096,8661,7844,0.42190723364610366,0,0,1,0
9,5248,6240,21733,5967,41812,34612,8821,0.2871196469900751,0,1,0,0
4,1047,1634,4708,1636,5510,7132,3843,0.3470614472929632,0,0,1,0
7,930,1913,5571,2197,11266,12833,4710,0.34337922492864964,0,0,1,0
2,692,1696,4019,5788,8345,8668,8111,0.42198502152223133,0,0,1,0
1,954,7160,17433,39963,46349,45056,43708,0.41071295409307584,0,1,0,0
1,1738,7063,17373,27585,40961,43593,37361,0.40654805417570844,0,0,1,0
1,118,370,928,1332,1158,1418,1852,0.39866393707574616,0,0,0,1
7,87,162,328,262,641,721,403,0.4937519049070405,0,0,1,0
1,524,2897,7253,14928,17720,16102,18700,0.39941542237112404,0,0,0,1
8,459,595,2002,622,3779,3392,800,0.2971879526497178,0,1,0,0
1,466,1841,4370,6488,10323,11662,9593,0.4212718244433765,0,0,1,0
2,857,1296,3476,1401,4053,4947,3750,0.37283162164494693,0,0,1,0
5,1,2,0,0,2,0,0,20.0,0,1,0,0
8,1806,2747,7802,5586,14014,16621,8885,0.3520846951461786,0,0,1,0
3,184,895,2250,40,5440,7787,997,0.39776009955113106,0,0,1,0
5,111,61,254,542,861,874,511,0.24006296733569463,0,0,1,0
1,1057,5720,14817,19518,38842,41265,27802,0.3860404532600846,0,0,1,0
9,1473,3355,9118,7245,23754,21796,10536,0.36794946315570126,0,1,0,0
5,895,1483,3919,1508,3666,3401,2499,0.37840320481743256,0,1,0,0
9,4445,7639,20907,14030,41474,45911,21359,0.3653782686264475,0,0,1,0
1,2101,6746,17330,27307,38860,36400,35197,0.3892649205717221,0,1,0,0
1,95,353,849,1890,1780,1613,1852,0.4157343069132022,1,0,0,0
2,400,1331,5245,754,16001,12416,1533,0.25376065279975596,0,1,0,0
2,1974,7295,18772,34773,43128,40155,36869,0.38860862663207635,0,1,0,0
2,29,37,80,40,53,127,113,0.46192259675405745,0,0,1,0
6,140,430,1078,1481,1795,1813,1964,0.39884982840181804,0,0,0,1
1,902,2830,6875,7256,14191,15433,13046,0.4116303762854358,0,0,1,0
7,4775,6827,16683,16348,26498,34583,26608,0.40921651251865665,0,0,1,0
1,195,532,1233,709,2256,2331,1173,0.4314329738058552,0,0,1,0
6,132,100,324,240,584,583,332,0.308546744831842,0,1,0,0
5,3,9,59,1,125,113,4,0.15228426395939085,0,1,0,0
1,2073,3946,11211,7177,22820,21542,11340,0.3519725985853306,0,1,0,0
8,1310,4306,13553,6514,34427,33631,8958,0.31771329068626364,0,1,0,0
9,499,2896,7250,18191,21780,21304,22207,0.39944276630667164,0,0,0,1
8,768,1966,5106,5431,11334,10898,7876,0.3850296703942343,0,1,0,0
6,3,3,6,0,6,11,1,0.49180327868852464,0,0,1,0
3,61,145,550,159,1357,1007,188,0.2635884384657335,0,1,0,0
7,8,7,14,7,35,42,27,0.49645390070921985,0,0,1,0
7,2484,4649,12560,1808,26521,27776,3616,0.3701403651244815,0,0,1,0
1,1044,6684,16365,35703,38395,37404,44095,0.4084301348601597,0,0,0,1
5,321,245,710,176,545,673,500,0.3450218279115617,0,0,1,0
2,1784,3735,10815,350,21432,15806,1951,0.34535048219618864,0,1,0,0
7,3,2,6,0,12,2,2,0.3278688524590164,0,1,0,0
8,4567,5416,15947,6571,25157,28444,11881,0.3396228781408532,0,0,1,0
2,1363,2553,7647,7435,13694,13649,10372,0.33385204848896965,0,1,0,0
5,8,7,13,2,25,44,20,0.5343511450381679,0,0,1,0
6,508,1316,3243,1053,5266,9402,3301,0.40578458881933954,0,0,1,0
7,1389,2520,6401,1114,11888,15124,2475,0.393682335848526,0,0,1,0
3,526,1469,4134,3187,8895,9601,4453,0.35533731646549427,0,0,1,0
1,2753,8640,21500,28453,45683,49966,45221,0.40185859600653023,0,0,1,0
9,2280,6165,15519,20244,45196,45867,26648,0.3972524179881565,0,0,1,0
1,1645,7969,19853,36291,52993,53442,49523,0.40139827029531916,0,0,1,0
1,719,3558,8736,17876,22151,20738,23453,0.4072755577431577,0,0,0,1
2,1704,6290,15489,23014,31022,32737,33947,0.4060920260053844,0,0,0,1
1,123,548,1359,1368,3214,3427,2576,0.40320800529762346,0,0,1,0
3,60,264,810,228,1944,2256,486,0.32588569312430565,0,0,1,0
1,525,1815,4290,6941,9973,10435,10292,0.4230670613738607,0,0,1,0
3,281,590,2081,430,4066,3935,764,0.28350391619816445,0,1,0,0
1,1696,7047,17567,25441,42170,40775,35481,0.40114759977457864,0,1,0,0
3,427,736,1834,2072,3260,3598,3197,0.4012867346382422,0,0,1,0
2,1834,5821,15756,27604,37570,36203,31380,0.36944421525631344,0,1,0,0
6,90,287,630,468,1082,1236,962,0.45548325662593236,0,0,1,0
2,144,275,725,199,1220,1423,708,0.3792580333747069,0,0,1,0
6,247,652,1661,2500,3410,3370,3017,0.3925109866955632,0,1,0,0
3,18,28,97,108,197,190,144,0.2883625128733265,0,1,0,0
6,709,997,2929,601,4393,4540,1430,0.3403775903861254,0,0,1,0
1,907,4590,11737,15695,28531,32106,23382,0.39106764021777096,0,0,1,0
1,1254,9409,22214,57413,58331,46779,65216,0.4235598111109611,0,0,0,1
2,82,240,472,693,471,534,1092,0.5083668714255454,0,0,0,1
2,478,647,1326,321,2015,1312,1026,0.4878968403589473,0,1,0,0
7,1042,2956,7224,1099,16600,23342,3608,0.4091859193532758,0,0,1,0
1,222,1475,3455,7058,6729,6653,9416,0.426905154698851,0,0,0,1
6,58,50,132,99,307,460,217,0.3785011355034065,0,0,1,0
6,762,908,2250,1133,2340,2655,1947,0.40353762055019776,0,0,1,0
1,620,2768,6886,13019,15693,16108,18651,0.4019691842988048,0,0,0,1
4,164,233,645,594,884,955,897,0.3611843125096884,0,0,1,0
6,8,7,13,5,8,16,13,0.5343511450381679,0,0,1,0
9,29183,24787,87220,8747,128210,111819,23807,0.2841890802693416,0,1,0,0
1,747,6600,16134,37450,43042,41034,48558,0.4090714697442064,0,0,0,1
8,797,1035,3167,1879,6175,5825,2802,0.32679738562091504,0,1,0,0
1,513,834,2136,2281,3793,3838,3284,0.3904311595899069,0,0,1,0
6,9,10,15,0,62,76,16,0.6622516556291391,0,0,1,0
7,293,1221,3388,4551,10343,11322,5532,0.3603789734659544,0,0,1,0
6,32,44,125,64,184,210,73,0.3517186250999201,0,0,1,0
2,909,2870,7259,11151,13743,14100,15870,0.3953658166990398,0,0,0,1
1,614,2494,5988,11578,13642,14054,15571,0.4164927105425761,0,0,0,1
1,703,1724,4465,1384,9170,9488,2903,0.3861055743432398,0,0,1,0
9,3701,4577,14406,4839,29953,27695,8557,0.31771263561963337,0,1,0,0
8,569,2703,7028,12602,20900,20342,15409,0.3845989670038844,0,1,0,0
6,6,11,49,6,112,136,52,0.2240325865580448,0,0,1,0
6,57,134,548,85,1389,1367,183,0.24448093413610655,0,1,0,0
6,108,185,424,296,472,501,590,0.4362178731431266,0,0,0,1
9,1372,3299,9836,5189,26459,25671,8566,0.33539715944327525,0,1,0,0
4,33,18,69,63,116,130,90,0.2604920405209841,0,0,1,0
1,4734,21048,52069,86048,121185,122827,122826,0.4042320685396905,0,0,1,0
5,3,3,3,8,12,11,13,0.9677419354838709,0,0,0,1
5,185,186,443,112,216,419,278,0.41976980365605954,0,0,1,0
6,560,3688,12591,4190,40556,38340,6497,0.29290530612893234,0,1,0,0
7,5311,9522,23541,7859,27430,50195,34465,0.4044840725369673,0,0,1,0
1,14,15,40,40,89,107,39,0.37406483790523687,0,0,1,0
6,60,53,126,111,261,317,228,0.4203013481363997,0,0,1,0
2,280,257,708,87,642,698,215,0.3629430871345855,0,0,1,0
6,9,13,17,15,27,18,5,0.7602339181286549,0,1,0,0
9,3403,4088,12251,5095,19657,18705,8515,0.3336843222241268,0,1,0,0
8,1989,3924,10779,5944,22151,24442,10650,0.364037813917674,0,0,1,0
2,2563,5487,14063,14417,21480,25949,23457,0.39017001941250506,0,0,1,0
2,2161,7261,18773,27890,38472,43434,36993,0.3867768242858132,0,0,1,0
1,324,1546,3728,5775,9420,8857,9469,0.4146884471983048,0,0,0,1
3,333,446,1289,375,1677,1507,750,0.3459778139787449,0,1,0,0
8,491,1545,4961,1972,12016,12834,3597,0.31142286992804014,0,0,1,0
1,582,5297,13063,37447,32733,28067,40447,0.40549333619125627,0,0,0,1
1,469,2075,5188,9376,12030,13356,12518,0.39995374029027964,0,0,1,0
2,659,3550,8661,17705,23458,22058,21746,0.4098786528270081,0,1,0,0
3,154,134,489,279,881,1148,628,0.273972602739726,0,0,1,0
2,456,2221,5809,13198,17893,16610,14985,0.3823311700607667,0,1,0,0
5,2,1,4,0,4,4,4,0.24390243902439027,0,1,0,0
1,2773,7043,18057,26547,40098,41491,34112,0.3900404826910191,0,0,1,0
3,1135,2703,9107,2758,21189,27000,6704,0.2968013967124551,0,0,1,0
6,24,39,103,185,313,398,293,0.37827352085354027,0,0,1,0
6,20,15,61,39,105,110,76,0.24549918166939444,0,0,1,0
6,870,4260,10678,11568,23464,24720,19758,0.3989473782789073,0,0,1,0
1,772,3595,8839,15521,19175,21914,21201,0.40671561584324195,0,0,1,0
1,930,4171,10886,20361,27935,28498,25075,0.3831491535076841,0,0,1,0
9,4689,10270,28933,27800,78611,75534,40175,0.3549567796053655,0,1,0,0
2,695,4444,10674,23993,28602,29027,29285,0.41633486663981034,0,0,0,1
9,456,2240,5278,10472,16294,16088,14263,0.4243951421913188,0,1,0,0
5,1567,2923,7401,2737,8300,9755,6371,0.39494129251057275,0,0,1,0
2,6044,34011,89191,4479,176434,157947,51660,0.3813272848972599,0,1,0,0
1,2218,4697,12459,25405,28933,27068,29320,0.37699352280662324,0,0,0,1
5,5073,9078,21698,1555,28318,46401,17788,0.4183776459690019,0,0,1,0
1,506,3312,8076,17867,23462,21241,22273,0.41009893389135843,0,1,0,0
6,272,664,1636,1740,2832,3776,3536,0.4058431636208056,0,0,1,0
9,266,697,1699,2976,4071,4016,3839,0.410217173797893,0,1,0,0
5,3,3,3,0,3,6,0,0.9677419354838709,0,0,1,0
7,326,1216,3082,136,7117,9598,311,0.3945361928555206,0,0,1,0
9,6666,11234,28790,45648,68675,69548,61026,0.3902035769240121,0,0,1,0
6,189,482,1395,480,2285,2174,910,0.34549494659881014,0,1,0,0
7,923,2072,5171,334,12012,12779,748,0.40068844153081545,0,0,1,0
9,2013,2650,7110,3693,12887,11347,5595,0.3727092445957159,0,1,0,0
9,10590,21933,63494,39418,162656,156177,65080,0.34543367021502785,0,1,0,0
4,92,99,269,122,382,342,145,0.36789297658862874,0,1,0,0
2,2128,12929,32071,56491,70365,71808,77054,0.40313553323708884,0,0,0,1
1,92,89,288,260,597,778,439,0.30892051371051715,0,0,1,0
6,26,51,112,60,244,325,91,0.45495093666369313,0,0,1,0
2,359,1021,2383,6158,5708,4925,6532,0.4284335529352524,0,0,0,1
8,2504,6069,19645,11923,48244,46850,18533,0.30893199831001117,0,1,0,0
1,23,4,80,14,102,29,21,0.04993757802746567,0,1,0,0
1,2382,7362,18979,17920,35927,43130,28724,0.38790037462261123,0,0,1,0
7,5463,11342,31204,21814,58588,80860,38278,0.3634778763047164,0,0,1,0
2,795,5952,14567,37314,44011,37049,39332,0.40859196408344833,0,1,0,0
1,1554,4614,11691,21659,27654,26467,27708,0.3946591851921547,0,0,0,1
6,268,344,871,409,1301,1352,725,0.39490299621168634,0,0,1,0
9,23901,25593,86796,13037,190773,133981,20183,0.2948634788890284,0,1,0,0
2,413,1291,5273,624,14666,12830,1969,0.24482752081318387,0,1,0,0
6,51,41,98,175,344,388,227,0.417940876656473,0,0,1,0
3,3009,5075,17850,1834,27927,29378,6976,0.28431213270513894,0,0,1,0
1,425,911,2244,1183,1984,3820,3127,0.4059533888864133,0,0,1,0
2,126,135,295,114,314,429,308,0.45747204337512704,0,0,1,0
9,7425,11482,30571,27699,64429,70147,44551,0.3755834758971709,0,0,1,0
4,3583,4056,10918,6903,19308,18955,11283,0.37149320852529283,0,1,0,0
8,7,11,29,24,71,65,71,0.37800687285223367,0,1,0,0
2,1317,4181,10577,17575,21291,19662,21191,0.39528793336547824,0,1,0,0
4,5759,4858,12986,18077,22440,16080,18758,0.3740922986885978,0,1,0,0
8,689,1977,5416,3543,11204,10118,5258,0.3650228023854803,0,1,0,0
5,22,9,46,32,59,71,72,0.19522776572668113,0,0,0,1
5,21952,23341,59412,37163,48282,55269,47585,0.39286609966656627,0,0,1,0
6,54,48,115,150,335,369,260,0.4170286707211121,0,0,1,0
2,1540,22065,54640,143780,154498,144577,194218,0.403824297539719,0,0,0,1
3,164,751,1960,1774,3873,5025,2965,0.3831437171572879,0,0,1,0
3,427,1131,4265,163,10148,12194,805,0.2651754941267496,0,0,1,0
9,4166,5741,19628,10761,54170,40661,14397,0.292488829789944,0,1,0,0
9,3191,7798,22700,16773,51708,49590,23074,0.3435227157589614,0,1,0,0
2,2100,3266,8197,6185,11842,11034,10691,0.39843359236803255,0,1,0,0
3,253,697,1977,1530,4621,4475,1757,0.35253654342218405,0,1,0,0
9,13197,15379,45816,18264,97994,74822,26152,0.3356680293608579,0,1,0,0
6,1883,2515,6470,6270,10358,11003,8513,0.38871114820481906,0,0,1,0
4,564,698,2202,1116,3386,3474,1482,0.3169701648426502,0,0,1,0
6,4,1,10,12,21,28,8,0.09900990099009901,0,0,1,0
8,757,1520,4670,1347,11677,9927,2770,0.3254748292327787,0,1,0,0
9,747,1591,4717,2298,11345,10017,3486,0.3372835004557885,0,1,0,0
7,9191,16276,39604,4606,46647,91584,37515,0.41096755133938156,0,0,1,0
6,374,1740,5405,3219,13705,13859,4468,0.3219181883776433,0,0,1,0
1,2229,5273,13719,20800,24522,21077,25565,0.3843546588333054,0,0,0,1
8,440,887,3124,1463,9023,6914,2127,0.28392176946960723,0,1,0,0
6,6,6,10,29,38,31,26,0.594059405940594,0,1,0,0
1,482,2611,6379,9128,13563,12980,14162,0.409305387907385,0,0,0,1
2,3,9,11,6,26,33,18,0.8108108108108109,0,0,1,0
6,32,58,136,182,342,408,265,0.426157237325496,0,0,1,0
3,181,248,691,717,1375,1551,992,0.358848212993778,0,0,1,0
6,317,691,1690,1188,3235,3292,1779,0.40885154724572514,0,0,1,0
1,2510,5028,14355,15649,17751,25638,33233,0.35025879304219404,0,0,0,1
2,223,318,662,570,1256,1315,1061,0.48028998640688714,0,0,1,0
2,116,118,274,353,917,1060,628,0.43049981758482303,0,0,1,0
8,537,3114,8842,10036,23254,23571,14071,0.35217878105879824,0,0,1,0
2,71,93,314,256,536,640,223,0.29608404966571156,0,0,1,0
9,5178,13262,35628,41071,95989,94564,61104,0.37223427575425017,0,1,0,0
6,126,144,376,173,479,777,456,0.3828768944429673,0,0,1,0
2,247,435,1116,1639,1726,1608,1999,0.38975002239942663,0,0,0,1
2,7,5,23,15,31,33,18,0.21645021645021645,0,0,1,0
6,1040,3096,12163,694,29569,35765,4983,0.25454037210908403,0,0,1,0
1,1236,4462,11912,15735,30443,31465,26461,0.37457711066898364,0,0,1,0
5,23,11,40,45,92,105,69,0.2743142144638404,0,0,1,0
6,2,1,3,0,2,3,0,0.3225806451612903,0,0,1,0
2,136,583,1784,1395,5625,5116,1961,0.32677540496608937,0,1,0,0
3,7,2,17,12,29,17,13,0.11695906432748537,0,1,0,0
2,286,477,1607,273,2918,2686,516,0.2968079148777301,0,1,0,0
2,802,1845,5375,4992,10301,9408,6432,0.3432494279176201,0,1,0,0
5,845,1260,3454,1379,5457,5964,2988,0.36478388002663503,0,0,1,0
7,3229,6289,14902,8970,23168,25985,16273,0.4220210574348582,0,0,1,0
2,1120,4895,14555,6884,42922,49528,13118,0.3363082356012669,0,0,1,0
2,2641,3669,12220,8153,21664,25968,14111,0.300243042200964,0,0,1,0
3,418,1465,4020,3050,7472,9075,5873,0.36441879555234946,0,0,1,0
5,5,3,9,6,16,19,12,0.32967032967032966,0,0,1,0
8,412,1784,5060,4275,10346,9517,6316,0.3525622023280172,0,1,0,0
6,87,82,231,239,490,554,421,0.35482475118996104,0,0,1,0
1,221,808,2055,4398,5546,5448,5437,0.39316821565860544,0,1,0,0
3,290,459,1573,401,1965,2388,544,0.29178056067637154,0,0,1,0
1,1006,3222,7824,9660,18787,18892,14750,0.4118045526002991,0,0,1,0
7,2626,4897,15336,5610,24901,36251,14276,0.31931195023506626,0,0,1,0
1,1193,4509,10866,18981,26579,26461,27045,0.41496028934024165,0,0,0,1
7,6529,7743,19247,2345,15802,30363,15878,0.40229437161962067,0,0,1,0
1,1709,6239,15796,27534,39757,38763,36252,0.39497091054120953,0,1,0,0
6,1165,1539,4293,1299,6423,8994,3309,0.35848221564836596,0,0,1,0
2,142,164,537,309,775,800,407,0.3053435114503817,0,0,1,0
6,654,3663,9064,14443,22013,22747,23472,0.4041217550556591,0,0,0,1
5,2,1,3,6,12,12,8,0.3225806451612903,0,1,0,0
6,71,272,597,1089,1755,1945,1424,0.45553508625020933,0,0,1,0
6,55,38,100,148,327,363,228,0.37962037962037964,0,0,1,0
2,63,67,213,95,276,235,151,0.31440638198029097,0,1,0,0
4,15036,15914,39804,89259,78864,59329,89798,0.3998080599737213,0,0,0,1
3,133,275,913,513,2322,2827,954,0.3011718322199102,0,0,1,0
1,797,5418,14017,20914,35744,38419,32712,0.386527883799074,0,0,1,0
5,3,2,8,12,4,6,6,0.2469135802469136,1,0,0,0
6,4,4,8,2,27,34,7,0.4938271604938272,0,0,1,0
1,178,1035,2475,4394,5396,5983,5688,0.4181649226293887,0,0,1,0
1,793,4592,11015,24694,27109,26223,33166,0.4168822797795753,0,0,0,1
1,117,622,1541,2473,4173,4906,3587,0.4036078126013886,0,0,1,0
3,453,883,3197,285,6311,6329,658,0.2761877951893904,0,0,1,0
2,230,380,956,935,1604,1742,1446,0.39744796569396507,0,0,1,0
3,60,97,239,250,427,384,384,0.40568799665411964,0,1,0,0
6,4029,6789,18668,5650,26913,47498,23602,0.36366850402558376,0,0,1,0
1,1263,7221,17560,33209,48325,46875,44603,0.41121633703680505,0,1,0,0
9,810,4629,11444,22540,28895,31388,31831,0.4044879020630718,0,0,0,1
2,316,959,2862,770,5843,3407,1661,0.33506865588204465,0,1,0,0
1,1580,5180,14714,13235,31742,30792,19281,0.3520432782161328,0,1,0,0
3,1200,2986,10487,1314,23375,31106,4459,0.28473076446300694,0,0,1,0
2,447,1313,3512,3334,7906,7177,4522,0.37385040289285615,0,1,0,0
8,292,873,2661,918,5512,6633,2210,0.3280598248844463,0,0,1,0
6,1594,6465,15704,23848,31511,31620,34916,0.41167593176304274,0,0,0,1
6,1,0,3,0,2,1,1,0.0,0,1,0,0
2,172,524,1278,2717,2644,2716,3725,0.4099835693607699,0,0,0,1
7,14,7,33,35,89,70,43,0.21148036253776434,0,1,0,0
4,5437,6692,16140,2210,14530,24644,17427,0.4146194881072608,0,0,1,0
1,837,3849,9385,17197,22463,20659,22181,0.41011816602913126,0,1,0,0
2,181,418,1336,1002,3288,2525,1314,0.3128508345183744,0,1,0,0
2,269,642,1699,3003,4088,4197,3836,0.3778470955211583,0,0,1,0
2,205,488,1308,806,2920,2805,1435,0.37306016359605537,0,1,0,0
6,893,1141,2846,1751,2960,3602,4404,0.40089947647658203,0,0,0,1
2,686,626,1872,301,1892,2237,867,0.3343838470167192,0,0,1,0
1,685,4328,10180,17904,24533,23948,26520,0.42514317148161607,0,0,0,1
2,4570,23770,61910,126127,146615,119632,132959,0.3839438153063878,0,1,0,0
2,112,172,458,615,1041,998,763,0.3754638725169177,0,1,0,0
1,283,921,2209,2146,3772,3625,3916,0.41691186456022816,0,0,0,1
2,303,916,2856,2281,7296,6876,2294,0.32071706172753056,0,1,0,0
2,403,473,797,351,1380,1311,917,0.5934010789110525,0,1,0,0
6,778,758,2381,1623,3653,3800,2434,0.3183402629037,0,0,1,0
2,2569,10251,25879,42364,66130,62941,60429,0.3961111476055968,0,1,0,0
6,181,384,1427,720,3340,4471,1119,0.2690771494639479,0,0,1,0
4,3004,3059,7718,907,7182,8468,3095,0.39634106839766264,0,0,1,0
6,1,1,3,0,7,13,1,0.3225806451612903,0,0,1,0
9,626,1901,4884,4990,13532,13225,7354,0.3892221698982412,0,1,0,0
3,181,264,535,743,1073,1296,894,0.49336572603251727,0,0,1,0
1,1546,8879,21920,60702,58939,52531,62552,0.40506202070246033,0,0,0,1
7,1951,3671,9241,7088,14469,16366,12453,0.39724708097520856,0,0,1,0
9,2408,6333,18019,19559,47418,44447,29826,0.3514603948032921,0,1,0,0
9,2276,7711,21130,34906,57698,62404,39079,0.3649296501199711,0,0,1,0
5,27,55,134,323,570,511,258,0.41014168530947054,0,1,0,0
9,1158,3223,10381,4584,22587,23062,10455,0.31046806215140976,0,0,1,0
1,186,737,1830,551,5522,7786,3601,0.4027102344134201,0,0,1,0
1,729,3133,7689,14574,18900,19317,20680,0.4074599107827964,0,0,0,1
4,274,367,1040,335,1793,1784,558,0.35285068743390063,0,1,0,0
1,329,1025,2962,2025,7394,6295,2731,0.34603828365011313,0,1,0,0
4,67,70,197,114,316,469,231,0.3551496702181634,0,0,1,0
7,3492,6261,16479,2841,29814,34181,7013,0.3799357974646674,0,0,1,0
2,372,1821,4645,5387,10279,10652,9127,0.3920260058986889,0,0,1,0
6,19,37,105,6,166,216,94,0.3520456707897241,0,0,1,0
7,5903,9989,26394,10446,40006,50804,22204,0.3784557912563793,0,0,1,0
7,59,61,134,112,199,178,156,0.45488441461595824,0,1,0,0
2,251,333,1064,114,817,1387,232,0.3129405131096702,0,0,1,0
7,59,120,258,301,585,623,484,0.46493607129019754,0,0,1,0
3,1297,2386,7022,4302,14048,15812,5752,0.3397843949815582,0,0,1,0
3,95,278,674,1079,1372,1187,1199,0.41240172081293575,0,1,0,0
6,99,208,561,884,1380,1317,1131,0.3707004099091071,0,1,0,0
2,21,24,69,41,87,131,94,0.3473227206946455,0,0,1,0
5,1,0,2,0,0,1,1,0.0,0,0,1,0
6,351,974,2490,2033,5096,5533,3430,0.39114894984137183,0,0,1,0
2,430,1869,4573,5746,6256,6742,9496,0.4086943211388336,0,0,0,1
1,424,1995,4813,6563,10940,12072,11369,0.41449377739918136,0,0,1,0
1,368,503,1402,897,2077,1997,1661,0.35874759289636976,0,1,0,0
2,249,404,1099,852,1642,1574,1341,0.36757346920207445,0,1,0,0
2,1699,5169,13070,17779,27008,25674,25812,0.39548281956526726,0,1,0,0
4,1211,1747,4480,1726,4488,5434,3188,0.38994665297649606,0,0,1,0
4,1565,2324,5900,3098,8025,6898,6107,0.3938916289554414,0,1,0,0
7,3583,7609,19170,14665,33995,47047,25189,0.39692020385913485,0,0,1,0
9,3645,7658,21673,27722,67177,66728,33441,0.3533412386783617,0,1,0,0
7,486,1330,3560,2495,6346,8129,3289,0.37358501165697594,0,0,1,0
3,41,45,98,116,188,189,192,0.45871559633027525,0,0,0,1
6,37,53,133,100,169,139,115,0.3981968444778362,0,1,0,0
2,539,2340,5614,9210,11725,10663,13017,0.41680768066119234,0,0,0,1
6,10,4,27,27,50,64,47,0.14760147601476015,0,0,1,0
5,22,23,52,62,53,52,72,0.44145873320537427,0,0,0,1
5,23,12,50,38,58,48,39,0.23952095808383234,0,1,0,0
3,98,129,479,32,1048,1278,100,0.269254852849092,0,0,1,0
7,1544,3757,9721,1356,20467,23830,2489,0.3864788964211869,0,0,1,0
9,1012,4176,11413,12627,27706,28872,16610,0.365895330804076,0,0,1,0
3,61,97,259,233,464,514,319,0.374372829023543,0,0,1,0
3,3990,15410,57119,6287,127576,185127,43898,0.2697871640134386,0,0,1,0
6,77,213,553,211,1149,1093,475,0.38510215150967275,0,1,0,0
7,8558,21174,51786,23587,77253,117456,71004,0.40887419597150587,0,0,1,0
1,295,1970,4851,8292,14211,15637,14422,0.40609346333821195,0,0,1,0
1,3838,9625,23940,39351,45498,40263,48903,0.4020451042393307,0,0,0,1
4,532,639,1638,499,2040,2092,1044,0.3900860753311764,0,0,1,0
5,51,41,108,83,104,150,108,0.3792784458834413,0,0,1,0
2,4365,7495,20118,2352,23165,35568,20903,0.37255009170846154,0,0,1,0
6,8,3,16,42,48,47,43,0.18633540372670807,0,1,0,0
1,1035,3889,9244,14912,19917,19001,20127,0.4207007713027769,0,0,0,1
2,317,484,1210,43,1316,2097,531,0.3999669448805884,0,0,1,0
5,646,1536,4409,4463,10236,10551,6265,0.34837041573110156,0,0,1,0
6,660,1372,3580,3741,6351,6425,5896,0.3832295187285271,0,0,1,0
3,820,2365,8582,474,19028,24630,2804,0.2755735775626012,0,0,1,0
1,731,3290,7906,14023,21958,22519,18264,0.41613437725300717,0,0,1,0
7,2818,3325,8519,2032,9452,12477,6123,0.39029944477703044,0,0,1,0
4,175,163,396,276,373,396,371,0.4115122443827316,0,0,1,0
6,93,308,867,778,2184,2089,936,0.35520701187867604,0,1,0,0
8,26,26,49,56,53,51,92,0.5295315682281059,0,0,0,1
2,1456,6993,17583,35518,46861,45930,43923,0.39771143882478066,0,1,0,0
5,32,16,82,44,129,147,72,0.194884287454324,0,0,1,0
2,423,3164,7679,16210,22489,22107,21650,0.41202745113359635,0,1,0,0
1,536,1634,4079,5353,9252,9359,8876,0.4005785589958569,0,0,1,0
2,632,1655,5501,2607,14763,12395,3752,0.30084892112486594,0,1,0,0
2,1652,2108,6061,425,4639,4742,2701,0.3477916549801191,0,0,1,0
5,2,3,3,1,1,8,0,0.9677419354838709,0,0,1,0
1,416,589,1633,3410,3599,3590,3495,0.3606637682934297,0,1,0,0
5,22,31,76,103,144,182,121,0.40735873850197113,0,0,1,0
7,114,113,334,265,678,835,538,0.3382220891948518,0,0,1,0
1,569,3971,9562,15860,26222,28530,25929,0.4152853452693446,0,0,1,0
2,7002,23412,59393,13270,68892,58218,37658,0.3941872035640504,0,1,0,0
6,75,97,176,139,219,247,257,0.5508233957978421,0,0,0,1
1,401,3847,9256,23647,27864,27332,30057,0.4156178087963613,0,0,0,1
3,579,1619,4114,1582,10540,12489,2339,0.39352470771250087,0,0,1,0
1,1321,3796,9488,16450,18551,19110,19990,0.4000801003362106,0,0,0,1
4,140,149,501,262,1226,1247,429,0.2973458391538615,0,0,1,0
1,1517,6930,16917,29183,40920,44457,44469,0.4096446790525563,0,0,0,1
2,285,1164,2744,5136,7095,7177,7229,0.42418279217229693,0,0,0,1
3,46,64,193,12,266,386,84,0.3314344899016054,0,0,1,0
5,300,988,2605,4644,6134,6640,5695,0.37925607462285515,0,0,1,0
1,126,721,1744,4618,5957,5260,5599,0.41339372742388625,0,1,0,0
6,2758,3045,9277,1673,12913,14661,4336,0.3282275711159737,0,0,1,0
7,243,637,1633,66,4707,4600,261,0.3900557222460352,0,1,0,0
